Bandstructure_0@BandasGB3E.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.509596e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| Z  [0  , 0  , 1/2]  [0.0000, 0.0000, 0.5110]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
x           Energy / eV  Fractional k-point
0.0000e+00  -1.3486e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.3488e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.3494e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.3505e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.3520e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.3539e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.3561e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.3587e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -1.3615e+01   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -1.3645e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.3677e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.3710e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  -1.3730e+01   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  -1.3737e+01   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  -1.3714e+01   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  -1.3690e+01   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  -1.3667e+01   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  -1.3648e+01   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  -1.3665e+01   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  -1.3676e+01   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  -1.3680e+01   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 13
x           Energy / eV  Fractional k-point
0.0000e+00  -1.3439e+01   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  -1.3442e+01   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  -1.3449e+01   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  -1.3462e+01   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  -1.3478e+01   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  -1.3500e+01   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  -1.3525e+01   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  -1.3553e+01   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  -1.3585e+01   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  -1.3618e+01   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  -1.3654e+01   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  -1.3690e+01   [0.0000e+00, 0.0000e+00, 2.7500e-01]
