Bandstructure_0@BandasGB3.hdf5

+------------------------------------------------------------------------------+
| Bandstructure Report                                                         |
| ---------------------------------------------------------------------------- |
| Fermi level = -3.555158e+00                                                  |
| Unit = eV                                                                    |
| ---------------------------------------------------------------------------- |
| Route:                                                                       |
|    Fractional       Cartesian (1/Angstrom)                                   |
| G  [0  , 0  , 0  ]  [0.0000, 0.0000, 0.0000]  x = 0.0000e+00                 |
| Z  [0  , 0  , 1/2]  [0.0000, 0.0000, 0.5110]  x = 1.0000e+00                 |
|                                                                              |
+------------------------------------------------------------------------------+

# Band 0
x           Energy / eV  Fractional k-point
5.0000e-02  2.5577e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.5630e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.5684e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.5687e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.5553e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.5231e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.4781e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.4443e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.4167e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.4066e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.4169e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.4196e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.4223e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.4109e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.3908e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.3859e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.3969e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.4022e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.3980e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.3998e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 232
x           Energy / eV  Fractional k-point
0.0000e+00  2.6406e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.6375e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.6285e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.6134e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.5921e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.5645e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.5304e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.4908e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.4499e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.4181e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.4091e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.4200e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.4409e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.4454e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.4297e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.4138e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.4123e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.4183e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.4244e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.4157e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.4132e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 233
x           Energy / eV  Fractional k-point
0.0000e+00  2.6812e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.6791e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.6731e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.6642e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.6546e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.6357e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.5827e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.5235e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.4611e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.4318e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.4704e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.4487e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.4487e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.4750e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.5068e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.4866e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.4670e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.4469e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.4282e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.4295e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.4311e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 234
x           Energy / eV  Fractional k-point
0.0000e+00  2.7320e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.7279e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.7161e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.6977e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.6767e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.6471e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.6267e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.5814e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.5400e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.5028e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.4709e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.5192e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.5385e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.5277e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.5118e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.5186e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.4906e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.4711e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.4610e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.4575e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.4569e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 235
x           Energy / eV  Fractional k-point
0.0000e+00  2.7640e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.7587e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.7430e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.7169e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.6810e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.6609e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.6416e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.6344e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.6214e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.5847e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.5629e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.5579e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.5500e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.5285e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.5310e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.5320e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.5438e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.5547e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.5638e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.5700e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.5723e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 236
x           Energy / eV  Fractional k-point
0.0000e+00  2.8143e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.8077e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.7885e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.7581e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.7188e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.6737e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.6543e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.6494e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.6224e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.6030e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.5807e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.5667e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.5730e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.5885e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.5522e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.5583e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.5944e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.6267e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.6522e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.6516e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.6457e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 237
x           Energy / eV  Fractional k-point
0.0000e+00  2.8330e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.8297e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.8204e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.8059e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.7880e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.7588e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.7129e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.6663e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.6383e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.6201e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.5980e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.5748e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.5933e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.6270e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.6721e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.7118e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.7224e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.6932e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.6683e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.6688e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.6745e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 238
x           Energy / eV  Fractional k-point
0.0000e+00  2.8908e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.8847e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.8667e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.8383e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.8014e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.7683e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.7491e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.7335e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.7226e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.7112e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.6916e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.6623e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.6270e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.6310e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.6798e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.7257e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.7557e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.7584e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.7376e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.7244e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.7199e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 239
x           Energy / eV  Fractional k-point
0.0000e+00  2.9268e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  2.9225e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  2.9099e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  2.8909e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  2.8683e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.8459e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.8286e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.8216e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.8278e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.7783e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.7317e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.6942e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.6729e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.6741e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.6948e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.7306e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.7595e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.7861e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.8083e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.7990e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.7947e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 240
x           Energy / eV  Fractional k-point
0.0000e+00  3.1071e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  3.1015e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  3.0851e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  3.0587e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  3.0234e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  2.9809e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  2.9330e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.8818e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.8294e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.8461e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.8725e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.9015e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.8923e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.8468e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.8037e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.7647e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.7774e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.7911e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.8156e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.8286e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.8342e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 241
x           Energy / eV  Fractional k-point
0.0000e+00  3.1531e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  3.1483e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  3.1344e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  3.1121e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  3.0828e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  3.0482e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  3.0105e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  2.9727e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  2.9390e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  2.9152e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.9061e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.9116e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.9161e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.8909e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.8538e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.8178e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.7855e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.8179e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.8170e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.8341e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.8401e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 242
x           Energy / eV  Fractional k-point
0.0000e+00  3.2676e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  3.2644e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  3.2549e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  3.2391e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  3.2175e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  3.1900e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  3.1572e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  3.1196e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  3.0778e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  3.0331e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  2.9864e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.9392e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.9274e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.9491e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.9242e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.8897e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.8587e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.8326e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.8498e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.8660e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.8623e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 243
x           Energy / eV  Fractional k-point
0.0000e+00  3.2957e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  3.2927e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  3.2835e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  3.2686e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  3.2481e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  3.2226e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  3.1925e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  3.1583e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  3.1207e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  3.0803e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  3.0385e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  2.9981e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.9730e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.9611e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.9643e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.9397e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.9149e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.8934e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.8767e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.8705e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.8777e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 244
x           Energy / eV  Fractional k-point
0.0000e+00  3.3473e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  3.3434e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  3.3320e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  3.3137e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  3.2895e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  3.2603e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  3.2276e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  3.1923e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  3.1552e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  3.1170e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
5.0000e-01  3.0780e+00   [0.0000e+00, 0.0000e+00, 2.5000e-01]
5.5000e-01  3.0387e+00   [0.0000e+00, 0.0000e+00, 2.7500e-01]
6.0000e-01  2.9995e+00   [0.0000e+00, 0.0000e+00, 3.0000e-01]
6.5000e-01  2.9769e+00   [0.0000e+00, 0.0000e+00, 3.2500e-01]
7.0000e-01  2.9738e+00   [0.0000e+00, 0.0000e+00, 3.5000e-01]
7.5000e-01  2.9989e+00   [0.0000e+00, 0.0000e+00, 3.7500e-01]
8.0000e-01  2.9961e+00   [0.0000e+00, 0.0000e+00, 4.0000e-01]
8.5000e-01  2.9659e+00   [0.0000e+00, 0.0000e+00, 4.2500e-01]
9.0000e-01  2.9437e+00   [0.0000e+00, 0.0000e+00, 4.5000e-01]
9.5000e-01  2.9301e+00   [0.0000e+00, 0.0000e+00, 4.7500e-01]
1.0000e+00  2.9255e+00   [0.0000e+00, 0.0000e+00, 5.0000e-01]

# Band 245
x           Energy / eV  Fractional k-point
0.0000e+00  3.4731e+00   [0.0000e+00, 0.0000e+00, 0.0000e+00]
5.0000e-02  3.4682e+00   [0.0000e+00, 0.0000e+00, 2.5000e-02]
1.0000e-01  3.4539e+00   [0.0000e+00, 0.0000e+00, 5.0000e-02]
1.5000e-01  3.4307e+00   [0.0000e+00, 0.0000e+00, 7.5000e-02]
2.0000e-01  3.3999e+00   [0.0000e+00, 0.0000e+00, 1.0000e-01]
2.5000e-01  3.3627e+00   [0.0000e+00, 0.0000e+00, 1.2500e-01]
3.0000e-01  3.3210e+00   [0.0000e+00, 0.0000e+00, 1.5000e-01]
3.5000e-01  3.2763e+00   [0.0000e+00, 0.0000e+00, 1.7500e-01]
4.0000e-01  3.2305e+00   [0.0000e+00, 0.0000e+00, 2.0000e-01]
4.5000e-01  3.1851e+00   [0.0000e+00, 0.0000e+00, 2.2500e-01]
